Product,"UPC","Qty Avail"
"SPEER 1036","076683010360","28"
"SPEER 1044","076683010445","0"
"SPEER 1047","076683010476","0"
"SPEER 1050","076683010506","0"
"SPEER 1053","076683010537","0"
"SPEER 1206","076683012067","8"
"SPEER 1213","076683012135","1"
"SPEER 1220","076683012203","2"
"SPEER 1222","076683012227","2"
"SPEER 1237","076683012371","0"
"SPEER 1241","076683012418","0"
"SPEER 1405","076683014054","5"
"SPEER 1407","076683014078","5"
"SPEER 1408","076683014085","1"
"SPEER 1410","076683014108","1"
"SPEER 1411","076683014115","4"
"SPEER 1415","076683014153","0"
"SPEER 1435","076683014351","0"
"SPEER 1445","076683014450","1"
"SPEER 1446","076683014467","7"
"SPEER 1447","076683014474","10"
"SPEER 1458","076683014580","10"
"SPEER 1459","076683014597","10"
"SPEER 1465","076683014658","9"
"SPEER 1604","076683016041","3"
"SPEER 1605","076683016058","8"
"SPEER 1608","076683016089","3"
"SPEER 1616","076683016164","3"
"SPEER 1617","076683016171","4"
"SPEER 1623","076683016232","10"
"SPEER 1624","076683016249","10"
"SPEER 1625","076683016256","0"
"SPEER 1628","076683016287","10"
"SPEER 1629","076683016294","14"
"SPEER 1631","076683016317","10"
"SPEER 1634","076683016348","10"
"SPEER 1635","076683016355","2"
"SPEER 1638","076683016386","8"
"SPEER 1643","076683016430","13"
"SPEER 1805","076683018052","0"
"SPEER 1835","076683018359","0"
"SPEER 1846","076683018465","0"
"SPEER 1855","076683018557","0"
"SPEER 2005","076683020055","0"
"SPEER 2007","076683020079","10"
"SPEER 2011","076683020116","31"
"SPEER 2017","076683020178","0"
"SPEER 2022","076683020222","8"
"SPEER 2023","076683020239","15"
"SPEER 2025","076683020253","0"
"SPEER 2026","076683020260","18"
"SPEER 2034","076683020345","0"
"SPEER 2035","076683020352","10"
"SPEER 2038","076683020383","2"
"SPEER 2040","076683020406","9"
"SPEER 2042","076683020420","0"
"SPEER 2047","076683020475","0"
"SPEER 2052","076683020529","0"
"SPEER 2053","076683020536","5"
"SPEER 2059","076683020598","0"
"SPEER 2063","076683020635","10"
"SPEER 2211","076683022110","23"
"SPEER 2212","076683022127","0"
"SPEER 2217","076683022172","10"
"SPEER 2223","076683022233","10"
"SPEER 2259","076683022592","0"
"SPEER 2277","076683022776","0"
"SPEER 2283","076683022837","4"
"SPEER 2285","076683022851","0"
"SPEER 2405","076683024053","4"
"SPEER 2406","076683024060","11"
"SPEER 2407","076683024077","0"
"SPEER 2408","076683024084","7"
"SPEER 2435","076683024350","1"
"SPEER 2439","076683024398","5"
"SPEER 2453","076683024534","0"
"SPEER 2459","076683024596","5"
"SPEER 2471","076683024718","0"
"SPEER 2472","076683024725","0"
"SPEER 2473","076683024732","5"
"SPEER 2477","076683024770","2"
"SPEER 2478","076683024787","13"
"SPEER 2479","076683024794","0"
"SPEER 2482","076683024824","1"
"SPEER 3973","076683039736","0"
"SPEER 3974","076683039743","0"
"SPEER 3976","076683039767","0"
"SPEER 3978","076683039781","0"
"SPEER 3985","076683039859","0"
"SPEER 3986","076683039866","0"
"SPEER 3992","076683039927","0"
"SPEER 3994","076683039941","0"
"SPEER 3995","076683039958","0"
"SPEER 3997","076683039972","0"
"SPEER 3998","076683039989","0"
"SPEER 4001","076683040015","0"
"SPEER 4002","076683040022","0"
"SPEER 4006","076683040060","0"
"SPEER 4007","076683040077","0"
"SPEER 4011","076683040114","0"
"SPEER 4012","076683040121","0"
"SPEER 4013","076683040138","0"
"SPEER 4015","076683040152","0"
"SPEER 4203","076683042033","0"
"SPEER 4207","076683042071","4"
"SPEER 4211","076683042118","0"
"SPEER 4217","076683042170","0"
"SPEER 4229","076683042293","0"
"SPEER 4230","076683024305","0"
"SPEER 4360","076683043603","2"
"SPEER 4375","076683043757","21"
"SPEER 4397","076683043979","3"
"SPEER 4399","076683043993","17"
"SPEER 4400","076683044006","1"
"SPEER 4402","076683044020","0"
"SPEER 4406","076683044068","0"
"SPEER 4410","076683044105","0"
"SPEER 4427","076683044273","10"
"SPEER 4428","076683044280","0"
"SPEER 4453","076683044532","0"
"SPEER 4454","076683044549","0"
"SPEER 4455","076683044556","0"
"SPEER 4456","076683044563","0"
"SPEER 4461","076683044617","0"
"SPEER 4463","076683044631","0"
"SPEER 4470","076683044709","0"
"SPEER 4473","076683044730","0"
"SPEER 4475","076683044754","0"
"SPEER 4476","076683044761","48"
"SPEER 4478","076683044785","0"
"SPEER 4480","076683044808","0"
"SPEER 4481","076683044815","2"
"SPEER 4483","076683044839","0"
"SPEER 4484","076683044846","0"
"SPEER 4485","076683044853","0"
"SPEER 4490","076683044907","0"
"SPEER 4493","076683044938","0"
"SPEER 4495","076683044952","0"
"SPEER 4600","076683046000","0"
"SPEER 4624","076683046246","46"
"SPEER 4628","076683046284","2"
"SPEER 4661","076683046611","12"
"SPEER 4691","076683046918","2"
"SPEER 5129","076683051295","9"
"SPEER 5131","076683051318","11"
"SPEER 5133","076683051332","0"
"SPEER 5135","076683051356","0"
"SPEER 5139","076683051394","0"
"SPEER 5142","076683051424","4"
"SPEER 8510","076683085108","0"
"SPEER 8515","076683085153","2"
"SPEER 8520","076683085207","23"
"SPEER 8525","076683085252","18"
"SPEER 8530","076683085306","0"
"SPEER 8780","076683087805","0"
"SPEER 8782","076683087829","0"
"SPR AA9120","706397900090","7"
"SPR AA9122","706397041229","28"
"SPR AA9124","706397041243","14"
"SPR AA9126","706397041267","0"
"SPR AA9611","706397904074","13"
"SPR AA9611PK","706397904685","0"
"SPR AA9620","706397900304","1"
"SPR AA9625","706397883652","2"
"SPR AA9626","706397852665","16"
"SPR CO5007","706397897826","2"
"SPR GE51PH1","706397871994","4"
"SPR GP5107","151550005325","1"
"SPR MA4GENAM","706397886400","8"
"SPR MA5006","706397250065","24"
"SPR MA5019","706397250195","32"
"SPR MA5021","706397860578","6"
"SPR MA5028","706397885120","4"
"SPR MA5050","706397250508","6"
"SPR MA9102","706397011024","0"
"SPR MA9102CA","706397019020","1"
"SPR MA9104","706397011048","3"
"SPR MA9104CA","706397019044","1"
"SPR MA9106","706397011062","13"
"SPR MA9106CA","706397019068","0"
"SPR MA9109","706397883614","19"
"SPR MA9109CA","706397886127","1"
"SPR MA9113","706397900397","34"
"SPR MA9113CA","706397900403","3"
"SPR MA9120","706397900106","19"
"SPR MA9120CA","706397900113","2"
"SPR MA9222","706397012229","119"
"SPR MA9222CA","706397019228","3"
"SPR MA9222NT","706397905934","2"
"SPR MA9226","706397012267","15"
"SPR MA9226CA","706397019266","4"
"SPR MA9226NT","706397905941","1"
"SPR MA9229","706397883621","1"
"SPR MA9229CA","706397886134","2"
"SPR MA9822","706397018221","15"
"SPR MA9822CA","706397019822","3"
"SPR MA9826","706397018269","5"
"SPR MA9826CA","706397019860","2"
"SPR MA9827","706397866228","0"
"SPR MA9829","706397883638","0"
"SPR MP9220","706397900793","1"
"SPR MP9226","706397900755","14"
"SPR MP9820","706397900816","13"
"SPR MP9826","706397900779","14"
"SPR NA9102","706397021023","11"
"SPR NA9102CA","706397029029","3"
"SPR NA9802","706397028022","2"
"SPR NA9802CA","706397869045","1"
"SPR PB9108LP","706397866723","36"
"SPR PB9151LP","706397866730","0"
"SPR PC9105LCA","706397874452","0"
"SPR PC9105LP","706397872342","0"
"SPR PC9107LP","706397872373","0"
"SPR PC9108LP","706397872380","0"
"SPR PC9111","706397091118","0"
"SPR PC9111LR","706397851644","0"
"SPR PC9206","706397092061","0"
"SPR PH4527","706397862053","15"
"SPR PI0920","706397851415","16"
"SPR PI0927","706397609276","2"
"SPR PI4421","706397853471","44"
"SPR PI4520","706397850760","3"
"SPR PI4521","706397645212","13"
"SPR PI4523","706397645236","55"
"SPR PI4723","706397647230","6"
"SPR PI4726","706397851804","18"
"SPR PI5099","151550005332","1"
"SPR PI5444","706397654443","8"
"SPR PI6070","706397867287","0"
"SPR PI6074","706397873868","7"
"SPR PI6079","706397851408","12"
"SPR PI6082","706397851699","4"
"SPR PI6083","706397854492","3"
"SPR PI6085","706397660857","0"
"SPR PI6086","706397852313","7"
"SPR PI6090","706397660901","28"
"SPR PI6095","706397851330","19"
"SPR PI9109LPCT","706397897970","0"
"SPR PI9122LP","706397900939","39"
"SPR PI9124LP","706397900922","34"
"SPR PI9125LP","706397897819","56"
"SPR PI9126LP","706397897222","56"
"SPR PI9128LP","706397888145","0"
"SPR PI9129LP","706397895136","5"
"SPR PI9130LP","706397904906","5"
"SPR PI9131LP","706397904913","41"
"SPR PI9132LP","706397872182","0"
"SPR PI9136LP","706397897239","498"
"SPR PI9137LP","706397897833","288"
"SPR PI9209LP","706397871109","0"
"SPR PI9210LP","706397872557","132"
"SPR PI9211LP","706397901677","0"
"SPR PI9240LP","706397871895","312"
"SPR PI9241LP","706397872540","10"
"SPR PI9242LP","706397903626","0"
"SPR PX9105LLP","706397893965","0"
"SPR PX9105MLP","706397872359","0"
"SPR PX9109LP","706397872205","0"
"SPR PX9110MLP","706397900434","0"
"SPR PX9115LP","706397872335","0"
"SPR PX9116LP","706397872366","5"
"SPR PX9151LP","706397872212","0"
"SPR SA9102","706397031022","2"
"SPR SA9102CA","706397039028","1"
"SPR SA9121","706397031213","0"
"SPR SA9121CA","706397869908","0"
"SPR SA9131","706397031312","3"
"SPR SA9131CA","706397869915","2"
"SPR SA9802","706397038021","2"
"SPR SA9802CA","706397869052","1"
"SPR SA9804","706397038045","1"
"SPR SA9804CA","706397869069","1"
"SPR SA9805","706397038052","0"
"SPR SA9805CA","706397869076","1"
"SPR XD0923","706397850722","36"
"SPR XD0923BS","706397874032","0"
"SPR XD0931","706397861223","0"
"SPR XD0932","706397861230","96"
"SPR XD0933","706397862015","0"
"SPR XD0934","706397862022","8"
"SPR XD0940","706397850739","25"
"SPR XD0957","706397851422","3"
"SPR XD1923","706397850753","23"
"SPR XD1924","706397877033","33"
"SPR XD1940","706397854706","69"
"SPR XD1941","706397861544","0"
"SPR XD3500PH1","706397870379","6"
"SPR XD3508","706397864811","3"
"SPR XD3510ML","706397865672","8"
"SPR XD4500","706397891329","59"
"SPR XD4501","706397872038","25"
"SPR XD4510","706397867034","150"
"SPR XD45381","706397891602","23"
"SPR XD45382","706397891619","9"
"SPR XD45383","706397891626","7"
"SPR XD4545","706397866747","170"
"SPR XD45451","706397891633","15"
"SPR XD45452","706397891640","6"
"SPR XD45453","706397891657","8"
"SPR XD4546","706397872045","7"
"SPR XD4547","706397872052","10"
"SPR XD4548","706397872083","20"
"SPR XD4549","706397872090","4"
"SPR XD4550","706397872069","0"
"SPR XD4551","706397872076","1"
"SPR XD5011","706397859152","31"
"SPR XD5012","706397859169","0"
"SPR XD5016","706397860639","613"
"SPR XD9101","706397161019","0"
"SPR XD9101HC","706397859350","0"
"SPR XD9101HCSP06","706397865740","0"
"SPR XD9101SP06","706397865757","0"
"SPR XD9102","706397161026","57"
"SPR XD9102HC","706397859367","110"
"SPR XD9102HCSP06","706397865764","60"
"SPR XD9102SP06","706397865771","0"
"SPR XD9103HCSP06","706397865788","0"
"SPR XD9109HCSP06","706397866419","0"
"SPR XD9301HCSP06","706397865849","0"
"SPR XD9302HCSP06","706397865863","0"
"SPR XD9401","706397164010","0"
"SPR XD9401HCSP06","706397865887","0"
"SPR XD9402HCSP06","706397865900","0"
"SPR XD9611","706397866129","0"
"SPR XD9611HC","706397897796","0"
"SPR XD9611HCSP06","706397866815","0"
"SPR XD9611SP06","706397866136","0"
"SPR XD9613HCSP06","706397866839","0"
"SPR XD9621HCSP06","706397866846","0"
"SPR XD9623HCSP06","706397866860","0"
"SPR XD9633SP06","706397874643","0"
"SPR XD9645","706397900014","0"
"SPR XD9645HCSP06","706397871697","0"
"SPR XD9649HCSP06","706397874575","1"
"SPR XD9649SP06","706397874568","2"
"SPR XD9655HCSP06","706397871710","0"
"SPR XD9661HCSP","706397875640","0"
"SPR XD9663HCSP","706397876401","0"
"SPR XD9666HCSP","706397876425","0"
"SPR XD9801","706397168018","0"
"SPR XD9801HC","706397862275","0"
"SPR XD9801SP06","706397866013","0"
"SPR XD9802","706397168025","0"
"SPR XD9802HC","706397862282","492"
"SPR XD9802HCSP06","706397866020","0"
"SPR XD9802SP06","706397866037","0"
"SPR XD9821HCSP06","706397866082","0"
"SPR XD9822HCSP06","706397866105","1"
"SPR XDG0923BS","706397901714","0"
"SPR XDG0923FDE","706397904517","0"
"SPR XDG0931","706397901721","23"
"SPR XDG0931FDE","706397904548","0"
"SPR XDG0932","706397901738","10"
"SPR XDG0932FDE","706397904555","0"
"SPR XDG0940BS","706397901745","2"
"SPR XDG0940FDE","706397904524","0"
"SPR XDG4546","706397900748","34"
"SPR XDG4547","706397901011","0"
"SPR XDG4550FDE","706397905811","0"
"SPR XDG4551FDE","706397905828","0"
"SPR XDG5003","706397901752","5"
"SPR XDG5003FDE","706397904531","0"
"SPR XDG5005","706397871635","7"
"SPR XDG5007FDE","706397905804","0"
"SPR XDG9101","706397904838","0"
"SPR XDG9101HC","706397905057","0"
"SPR XDG9101HCSP","706397903831","0"
"SPR XDG9101SP","706397903848","0"
"SPR XDG9102","706397905071","0"
"SPR XDG9102HC","706397905088","0"
"SPR XDG9301","706397904845","0"
"SPR XDG9301HC","706397905064","0"
"SPR XDG9301HCSP","706397903879","0"
"SPR XDG9301SP","706397903886","0"
"SPR XDG9302","706397905095","0"
"SPR XDG9302HC","706397905101","0"
"SPR XDG9401B","706397905491","0"
"SPR XDG9401BHC","706397905507","0"
"SPR XDG9401S","706397905521","0"
"SPR XDG9401SHC","706397905514","0"
"SPR XDG9801","706397899479","0"
"SPR XDG9801FDE","706397905118","0"
"SPR XDG9801FDEHC","706397905125","11"
"SPR XDG9801HC","706397899455","0"
"SPR XDG9801HCSP","706397899493","0"
"SPR XDG9801SP","706397899509","0"
"SPR XDG9802","706397899554","0"
"SPR XDG9802FDE","706397905569","0"
"SPR XDG9802FDEHC","706397905552","7"
"SPR XDG9802HC","706397899561","0"
"SPR XDG9802HCSP","706397899578","43"
"SPR XDG9802SP","706397899585","32"
"SPR XDG9821","706397899677","0"
"SPR XDG9821HC","706397899691","0"
"SPR XDG9821HCSP","706397899707","0"
"SPR XDG9821SP","706397899684","1"
"SPR XDG9822","706397899714","0"
"SPR XDG9822HC","706397899738","0"
"SPR XDG9822HCSP","706397899745","60"
"SPR XDG9822SP","706397899721","9"
"SPR XDG9845B","706397899776","0"
"SPR XDG9845BHC","706397899790","0"
"SPR XDG9845BHCSP","706397899806","0"
"SPR XDG9845BSP","706397899783","65"
"SPR XDG9845FDE","706397905538","0"
"SPR XDG9845FDEHC","706397905545","110"
"SPR XDG9845S","706397899813","0"
"SPR XDG9845SHC","706397899837","10"
"SPR XDG9845SHCSP","706397899844","0"
"SPR XDG9845SSP","706397899820","13"
"SPR XDM5001C","706397888329","8"
"SPR XDM5002C","706397888305","23"
"SPR XDM5003C","706397888336","23"
"SPR XDM5011","706397877187","65"
"SPR XDM5019","706397882457","295"
"SPR XDM50191","706397888558","21"
"SPR XDM50192","706397888756","13"
"SPR XDM50193","706397888763","132"
"SPR XDM9201HCE","706397905583","0"
"SPR XDM9201HCSP","706397882587","0"
"SPR XDM9202HCE","706397905385","0"
"SPR XDM9202HCSP","706397877309","30"
"SPR XDM9211HCE","706397905590","0"
"SPR XDM9211HCSP","706397882594","0"
"SPR XDM9212HCE","706397905392","0"
"SPR XDM9212HCSP","706397877330","13"
"SPR XDM93845CB","706397889753","0"
"SPR XDM93845CBE","706397905149","0"
"SPR XDM93845CBHC","706397889746","32"
"SPR XDM93845CBHCE","706397905156","0"
"SPR XDM93845CS","706397889784","0"
"SPR XDM93845CSE","706397905163","0"
"SPR XDM93845CSHC","706397889777","0"
"SPR XDM93845CSHCE","706397905170","0"
"SPR XDM9384BHC","706397886028","7"
"SPR XDM9384BHCE","706397905378","0"
"SPR XDM9384CBHC","706397887872","17"
"SPR XDM9384CBHCE","706397905187","0"
"SPR XDM9384CBNJ","706397888862","0"
"SPR XDM9384CBNJE","706397905194","0"
"SPR XDM9384CSHC","706397888220","3"
"SPR XDM9384CSHCE","706397905200","0"
"SPR XDM9384CSNJ","706397888879","0"
"SPR XDM9384CSNJE","706397905217","0"
"SPR XDM9384SHC","706397886035","6"
"SPR XDM9384SHCE","706397905361","0"
"SPR XDM9389BHC","706397885960","0"
"SPR XDM9389BHCE","706397905231","0"
"SPR XDM9389CBHC","706397887865","0"
"SPR XDM9389CBHCE","706397905248","0"
"SPR XDM9389CBNJ","706397888428","0"
"SPR XDM9389CBNJE","706397905255","0"
"SPR XDM9389CSHC","706397888213","0"
"SPR XDM9389CSHCE","706397905262","0"
"SPR XDM9389CSNJ","706397888435","0"
"SPR XDM9389CSNJE","706397905279","0"
"SPR XDM9389SHC","706397885977","0"
"SPR XDM9389SHCE","706397905286","0"
"SPR XDM94545B","706397887070","0"
"SPR XDM94545BE","706397905293","0"
"SPR XDM94545BHC","706397886448","5"
"SPR XDM94545BHCE","706397905309","0"
"SPR XDM94545S","706397887100","0"
"SPR XDM94545SE","706397905316","0"
"SPR XDM94545SHC","706397886455","0"
"SPR XDM94545SHCE","706397905323","0"
"SPR XDM94545ST","706397887117","1"
"SPR XDM952545B","706397889609","0"
"SPR XDM952545BE","706397905408","0"
"SPR XDM952545BHC","706397889531","49"
"SPR XDM952545BHCE","706397905415","0"
"SPR XDM952545S","706397889616","0"
"SPR XDM952545SE","706397905422","0"
"SPR XDM952545SHC","706397889548","0"
"SPR XDM952545SHCE","706397905439","0"
"SPR XDM95254BHC","706397889333","13"
"SPR XDM95254BHCE","706397905460","0"
"SPR XDM95254SHC","706397889326","0"
"SPR XDM95254SHCE","706397905477","0"
"SPR XDM95259BHC","706397889302","7"
"SPR XDM95259BHCE","706397905446","0"
"SPR XDM95259SHC","706397889319","15"
"SPR XDM95259SHCE","706397905453","0"
"SPR XDMT94545FDEHCE","706397905613","0"
"SPR XDMT9459FDEHCE","706397905606","0"
"SPR XDS09061","706397895761","56"
"SPR XDS0907","706397893941","86"
"SPR XDS0908","706397897918","25"
"SPR XDS0908DE","706397900236","48"
"SPR XDS4006","706397905842","0"
"SPR XDS4007","706397905835","0"
"SPR XDS5001","706397892661","4"
"SPR XDS5001FDE","706397904173","0"
"SPR XDS5002","706397892678","5"
"SPR XDS5002FDE","706397904180","0"
"SPR XDS5005","706397892845","125"
"SPR XDS5006","706397897901","54"
"SPR XDS5006DE","706397900274","0"
"SPR XDS50071","706397892883","240"
"SPR XDS5901","706397895259","0"
"SPR XDS5901FDE","706397904203","0"
"SPR XDS5902","706397895266","0"
"SPR XDS5902FDE","706397904210","0"
"SPR XDS93340BE","706397905132","0"
"SPR XDS93340SE","706397904852","0"
"SPR XDS93345B","706397892784","0"
"SPR XDS93345BE","706397899936","0"
"SPR XDS93345BECT","706397905903","0"
"SPR XDS93345DEE","706397901646","0"
"SPR XDS93345S","706397892791","116"
"SPR XDS93345SE","706397899943","271"
"SPR XDS9339B","706397893859","0"
"SPR XDS9339BE","706397899899","0"
"SPR XDS9339BECT","706397905897","0"
"SPR XDS9339DEE","706397900199","0"
"SPR XDS9339S","706397893866","0"
"SPR XDS9339SE","706397899905","0"
"SPR XDS94045B","706397894870","2"
"SPR XDS94045BE","706397899950","0"
"SPR XDS94045S","706397894887","6"
"SPR XDS94045SE","706397899967","998"
"SPR XDS9409B","706397896126","0"
"SPR XDS9409BE","706397899912","0"
"SPR XDS9409S","706397896133","0"
"SPR XDS9409SE","706397899929","0"
"SSA 35315","804879353157","16"
"SSA 75000","054041750004","0"
"SSA 75005","054041750059","0"
"SSA 75015","054041750158","0"
"SSA 75020","054041750202","0"
"SSA 75050","054041750509","0"
"SSA 75055","054041750554","0"
"SSA 75500","054041755009","0"
"SSA 75505","054041755054","0"
"SSA 75510","054041755108","0"
"SSA 75515","054041755153","0"
"SSA 75520","054041755207","0"
"SSA 75525","054041755252","0"
"ST 10109","793139101099","2"
"ST 10119","793139101198","4"
"ST 11111","793139111111","0"
"ST 20003","793139200037","10"
"ST 20017","793139200174","15"
"ST 20020","793139200204","2"
"ST 24000","793139240002","5"
"ST 25001","793139250018","0"
"ST 25002","793139250025","0"
"ST 25003","793139250032","5"
"ST 25004","793139250049","2"
"ST 25005","793139250056","1"
"ST 25006","793139250063","4"
"ST 25007","793139250070","8"
"ST 25008","793139250087","4"
"ST 25009","793139250094","4"
"ST 25010","793139250100","1"
"ST 25011","793139250117","3"
"ST 25012","793139250124","0"
"ST 25013","793139250131","0"
"ST 25014","793139250148","4"
"ST 25015","793139250155","2"
"ST 25016","793139250162","3"
"ST 25017","793139250179","1"
"ST 25018","793139250186","3"
"ST 25124","793139251244","2"
"ST 25125","793139251251","3"
"ST 25126","793139251268","5"
"ST 25127","793139251275","5"
"ST 25130","793139251305","1"
"ST 25132","793139251329","3"
"ST 25133","793139251336","3"
"ST 25134","793139251343","1"
"ST 25135","793139251350","3"
"ST 25136","793139251367","6"
"ST 25137","793139251374","5"
"ST 25138","793139251381","12"
"ST 25139","793139251398","7"
"ST 25143","793139251435","4"
"ST 25144","793139251442","10"
"ST 25145","793139251459","2"
"ST 25146","793139251466","2"
"ST 25147","793139251473","5"
"ST 25149","793139251497","22"
"ST 30156","793139301567","7"
"ST 31000","793139310002","0"
"ST 31002","793139310026","32"
"ST 31003","793139310033","29"
"ST 31004","793139310040","28"
"ST 31005","793139310057","10"
"ST 31006","793139310064","10"
"ST 31007","793139310071","7"
"ST 31008","793139310088","2"
"ST 31009","793139310095","2"
"ST 31010","793139310101","13"
"ST 31011","793139310118","4"
"ST 31012","793139310125","1"
"ST 31016","793139310163","0"
"ST 31017","793139310170","0"
"ST 31018","793139310187","0"
"ST 40008","793139400086","5"
"ST 40009","793139400093","4"
"STC G30","888151000885","13"
"STC G34","","0"
"STC G42NG","888151000892","34"
"STC G45NG","888151012796","0"
"STC P12","888151002537","32"
"STC P18CMO","888151007747","29"
"STC PX14","888151012710","0"
"STC PX18CMO","888151012895","0"
"STC PX36NG","888151012789","0"
"STC RX36NG","888151008836","6"
"STC SDCRAND","888151012529","0"
"STEYR 1200050502","688218501078","19"
"STEYR 1200050510","151550005417","95"
"STEYR 263463B","688218003732","2"
"STEYR 263463M","688218714461","8"
"STEYR 3901050502","688218501122","3"
"STEYR 3902050517","688218534540","5"
"STEYR 396112H","688218696552","12"
"STEYR 396212K","688218691472","0"
"STEYR 397132H","688218663707","7"
"STEYR 397232K","688218663714","0"
"STEYR 398112","688218663721","11"
"STEYR 398212","688218663738","0"
"STEYR 399112H","688218690765","9"
"STEYR 399212K","688218663752","0"
"STEYR 600103G","688218515556","2"
"STEYR 601003G","688218538784","2"
"STEYR 601113G","688218596241","0"
"STEYR 610111","688218521557","1"
"STEYR 610131","688218525098","5"
"STEYR 610201","688218661819","5"
"STEYR 610501","688218714058","2"
"STEYR AUGM1BLKH","688218712849","1"
"STEYR AUGM1BLKNATOO","688218722398","1"
"STEYR AUGM1BLKO","688218712856","0"
"STEYR AUGM1BLKO3","688218712955","0"
"STEYR AUGM1BLKS","688218712832","2"
"STEYR AUGM1GRNH","688218712870","0"
"STEYR AUGM1GRNO","688218712887","0"
"STEYR AUGM1GRNO3","688218712962","0"
"STEYR AUGM1GRNS","688218712863","0"
"STEYR AUGM1MUDH","688218712900","0"
"STEYR AUGM1MUDO","688218712917","0"
"STEYR AUGM1MUDO3","688218712979","0"
"STEYR AUGM1MUDS","688218712894","2"
"STOP H50050","611401500503","0"
"STOP H50053","611401500534","0"
"STOP H50054","611401500541","0"
"STOP H60066","611401600661","0"
"STOP H60067","611401600678","0"
"STOP H60068","611401600685","0"
"STORM 472PWCM92BLK","825494006266","0"
"STORM 472PWCM9BLK","825494006259","0"
"STORM IM2050S20001","825494060077","5"
"STORM IM3300S20001","825494060329","10"
"STREAM 22600","080926226005","11"
"STREAM 25103","080926251038","8"
"STREAM 33254","080926332546","7"
"STREAM 44900","080926449008","13"
"STREAM 44902","080926449022","22"
"STREAM 44931","080926449312","34"
"STREAM 44941","080926449411","10"
"STREAM 44943","080926449435","6"
"STREAM 44944","080926449442","0"
"STREAM 44947","080926449473","0"
"STREAM 45670","080926456709","0"
"STREAM 51025","080926510258","22"
"STREAM 61051","080926610514","43"
"STREAM 61070","080926610705","68"
"STREAM 61126","080926611269","12"
"STREAM 61301","080926613010","11"
"STREAM 61304","080926613041","11"
"STREAM 61400","080926614000","26"
"STREAM 61405","080926614055","53"
"STREAM 61601","080926616011","12"
"STREAM 61603","080926616035","11"
"STREAM 66118","080926661189","10"
"STREAM 66134","080926661349","0"
"STREAM 66318","080926663183","33"
"STREAM 68202","080926682023","21"
"STREAM 68254","080926682542","0"
"STREAM 69110","080926691100","0"
"STREAM 69120","080926691209","0"
"STREAM 69130","080926691308","16"
"STREAM 69132","080926691322","8"
"STREAM 69134","080926691346","10"
"STREAM 69135","080926691353","17"
"STREAM 69210","080926692107","29"
"STREAM 69215","080926692152","11"
"STREAM 69219","080926692190","13"
"STREAM 69220","080926692206","36"
"STREAM 69228","080926692282","8"
"STREAM 69230","080926692305","2"
"STREAM 69240","080926692404","39"
"STREAM 69245","080926692459","10"
"STREAM 69250","080926692503","34"
"STREAM 69260","080926692602","15"
"STREAM 69261","080926692619","13"
"STREAM 69262","080926692626","9"
"STREAM 69270","080926692701","8"
"STREAM 69272","080926692725","0"
"STREAM 69273","080926692732","0"
"STREAM 69274","080926692749","0"
"STREAM 69275","080926692756","0"
"STREAM 69276","080926692763","0"
"STREAM 69300","080926693005","6"
"STREAM 69310","080926693104","5"
"STREAM 72001","080926720015","14"
"STREAM 73001","080926730014","84"
"STREAM 73002","080926730021","7"
"STREAM 73003","080926730038","13"
"STREAM 73100","080926731004","0"
"STREAM 74304","080926743045","5"
"STREAM 74501","080926745018","5"
"STREAM 74751","080926747517","10"
"STREAM 75014","080926750142","2"
"STREAM 75454","080926754546","11"
"STREAM 75663","080926756632","11"
"STREAM 75713","080926757134","5"
"STREAM 76113","080926761131","15"
"STREAM 76514","080926765146","8"
"STREAM 76811","080926768116","7"
"STREAM 78014","080926780149","8"
"STREAM 85175","080926851757","201"
"STREAM 85177","080926851771","0"
"STREAM 85400","080926854000","0"
"STREAM 88030","080926880306","19"
"STREAM 88031","080926880313","28"
"STREAM 88032","080926880320","16"
"STREAM 88033","080926880337","29"
"STREAM 88039","080926880399","39"
"STREAM 88040","080926880405","45"
"STREAM 88047","080926880474","25"
"STREAM 88049","080926880498","0"
"STREAM 88052","080926880528","17"
"STREAM 88054","080926880542","5"
"STREAM 88058","080926880580","0"
"STREAM 88059","080926880597","0"
"STREAM 88060","080926880603","0"
"STREAM 88708","080926887084","8"
"STREAM 88834","080926888340","7"
"STREAM 88850","080926888500","15"
"STREAM 88851","080926888517","3"
"STREAM 88860","080926888609","7"
"STREAM 90607","080926906075","0"
"STREAM 90657","080926906570","0"
"SUN CBP6","812649011381","9"
"SUN CBP9","812649011398","7"
"SUN CBS1323T","812649012166","1"
"SUN CBS69T","812649012159","3"
"SUN CBS913T","812649012142","4"
"SUN CD11TS1X","812649012739","3"
"SUN CD12RM242","812649010858","2"
"SUN CD13ES004T","812649013293","2"
"SUN CD13RD003A","812649010254","4"
"SUN CD13RD2","812649013309","2"
"SUN CD13RRG","812649012760","14"
"SUN CD13RRGA","812649010919","6"
"SUN CD13SG002W","812649013286","2"
"SUN CD13TS30WH","812649011909","4"
"SUN CLFC3S","812649012746","0"
"SUN CLFCLR","812649014283","0"
"SUN CLFCSG","812649013620","4"
"SUN CLFCSR","812649013613","10"
"SUN CLFGR","812649012692","9"
"SUN CLFLLG","812649014245","0"
"SUN CLFLR","812649014399","0"
"SUN CLFMF6LX","812649010995","12"
"SUN CLFSG","812649013514","12"
"SUN CLGL2","812649013453","5"
